product_slug,name,category_slug,subcategory_slug,base_price,sale_price,description,fabric,care_instructions,meta_title,meta_description,audience,collection,tags,status,is_featured,is_bestseller,is_new_arrival,occasion_slugs,image_urls,sku,size,color,stock_quantity,additional_price,variant_is_active,external_source,external_id,style_code
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-18,1-2Y,Emerald Green / Purple,1,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-20,2-3Y,Emerald Green / Purple,1,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-21,3-4Y,Emerald Green / Purple,1,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-22,4-5Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-24,5-6Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-26,6-7Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-28,7-8Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Emerald Purple Temple Work Lehenga Choli for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-33,9-10Y,Emerald Green / Purple,4,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
meera-royal-blue-peach-peacock-lehenga-choli,Meera Royal Blue Peach Peacock Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Royal Blue Peach Peacock Lehenga Choli for girls in royal blue / peach, finished with peacock work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Meera Royal Blue Peach Peacock Lehenga Choli for Girls | AMZIRA,"Shop Meera Royal Blue Peach Peacock Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/06.webp,KLC-BLU-PCH-WRK-00-0331-18,1-2Y,Royal Blue / Peach,1,0.00,true,amzira_local_inventory,455-Work/2,KLC-BLU-PCH-WRK-00-0331
meera-royal-blue-peach-peacock-lehenga-choli,Meera Royal Blue Peach Peacock Lehenga Choli,girls-lehenga-choli,temple-peacock-work-lehenga,1999.00,1399.00,"A ready-to-wear South Indian Royal Blue Peach Peacock Lehenga Choli for girls in royal blue / peach, finished with peacock work detailing and a traditional woven border. Designed with a comfortable lining and celebration-friendly flare for weddings, festivals, birthdays, temple ceremonies and family gatherings. The coordinated set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place away from direct sunlight.",Meera Royal Blue Peach Peacock Lehenga Choli for Girls | AMZIRA,"Shop Meera Royal Blue Peach Peacock Lehenga Choli, a ready-to-wear South Indian festive set for girls aged 1-10 years.",kids_girls,AMZIRA Temple & Peacock Work,girls-lehenga-choli|temple-peacock-work-lehenga|south-indian|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/01.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/02.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/03.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/04.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/05.webp|http://localhost:8000/static/uploads/products/catalog/meera-royal-blue-peach-peacock-lehenga-choli/06.webp,KLC-BLU-PCH-WRK-00-0331-20,2-3Y,Royal Blue / Peach,1,0.00,true,amzira_local_inventory,455-Work/2,KLC-BLU-PCH-WRK-00-0331
