product_slug,name,category_slug,subcategory_slug,base_price,sale_price,description,fabric,care_instructions,meta_title,meta_description,audience,collection,tags,status,is_featured,is_bestseller,is_new_arrival,occasion_slugs,image_urls,sku,size,color,stock_quantity,additional_price,variant_is_active,external_source,external_id,style_code
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-18,1-2Y,Emerald Green / Purple,1,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-20,2-3Y,Emerald Green / Purple,1,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-21,3-4Y,Emerald Green / Purple,1,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-22,4-5Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-24,5-6Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-26,6-7Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-28,7-8Y,Emerald Green / Purple,3,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
anika-emerald-purple-temple-work-lehenga-choli,Anika Emerald Purple Temple Work Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in emerald green / purple, finished with temple work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Anika Emerald Purple Temple Work Lehenga Choli for Girls | AMZIRA,"Shop Anika Emerald Purple Temple Work Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/anika-emerald-purple-temple-work-lehenga-choli/06.webp,KLC-GRN-PUR-WRK-00-0330-33,9-10Y,Emerald Green / Purple,4,0.00,true,amzira_local_inventory,455-Work/1,KLC-GRN-PUR-WRK-00-0330
meera-royal-blue-peach-peacock-lehenga-choli,Meera Royal Blue Peach Peacock Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in royal blue / peach, finished with peacock work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Meera Royal Blue Peach Peacock Lehenga Choli for Girls | AMZIRA,"Shop Meera Royal Blue Peach Peacock Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/06.webp,KLC-BLU-PCH-WRK-00-0331-18,1-2Y,Royal Blue / Peach,1,0.00,true,amzira_local_inventory,455-Work/2,KLC-BLU-PCH-WRK-00-0331
meera-royal-blue-peach-peacock-lehenga-choli,Meera Royal Blue Peach Peacock Lehenga Choli,girls-lehenga-choli,south-indian-lehenga-choli,1999.00,1399.00,"A ready-to-wear South Indian lehenga choli set for girls in royal blue / peach, finished with peacock work detailing and a traditional woven border. Designed for festivals, weddings, temple ceremonies and family celebrations. The set includes one choli and one lehenga.",Art Silk Jacquard,"Dry clean recommended. Store folded in a cool, dry place.",Meera Royal Blue Peach Peacock Lehenga Choli for Girls | AMZIRA,"Shop Meera Royal Blue Peach Peacock Lehenga Choli, a ready-to-wear South Indian festive lehenga choli for girls aged 0-10 years.",kids_girls,AMZIRA Heritage Work,girls-lehenga-choli|south-indian|pattu-pavadai|festive|ready-to-wear,active,true,false,true,festival|wedding|temple-ceremony|birthday,https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/01.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/02.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/03.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/04.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/05.webp|https://cdn.amzira.com/catalog/meera-royal-blue-peach-peacock-lehenga-choli/06.webp,KLC-BLU-PCH-WRK-00-0331-20,2-3Y,Royal Blue / Peach,1,0.00,true,amzira_local_inventory,455-Work/2,KLC-BLU-PCH-WRK-00-0331
